"","chr.x","start","strand","iterations.x","RRS.x","chr.y","iterations.y","RRS.y","ratio"
"16","ENA|U00096|U00096.2",154,"+",34,2.76667401191493,"ENA|U00096|U00096.2",2,0.87019478440054,1.66874239087739
"17","ENA|U00096|U00096.2",155,"+",46,3.74314719259078,"ENA|U00096|U00096.2",3,1.30529217660081,1.5198790049629
"18","ENA|U00096|U00096.2",161,"+",48,3.90589272270342,"ENA|U00096|U00096.2",3,1.30529217660081,1.58127954962705
"19","ENA|U00096|U00096.2",163,"+",104,8.46276756585742,"ENA|U00096|U00096.2",9,3.91587652980243,1.11179426632583
"20","ENA|U00096|U00096.2",170,"+",26,2.11569189146435,"ENA|U00096|U00096.2",2,0.87019478440054,1.28171926776814
"21","ENA|U00096|U00096.2",174,"+",21,1.70882806618275,"ENA|U00096|U00096.2",3,1.30529217660081,0.388634471684652
"22","ENA|U00096|U00096.2",178,"+",47,3.8245199576471,"ENA|U00096|U00096.2",7,3.04568174540189,0.328513479247081
"23","ENA|U00096|U00096.2",179,"+",24,1.95294636135171,"ENA|U00096|U00096.2",3,1.30529217660081,0.581279549627048
"24","ENA|U00096|U00096.2",181,"+",19,1.54608253607011,"ENA|U00096|U00096.2",1,0.43509739220027,1.82920706307063
"25","ENA|U00096|U00096.2",204,"+",72,5.85883908405514,NA,NA,0.43509739220027,3.75120455106936
"26","ENA|U00096|U00096.2",210,"+",24,1.95294636135171,"ENA|U00096|U00096.2",2,0.87019478440054,1.1662420503482
"27","ENA|U00096|U00096.2",216,"+",93,7.56766715023789,"ENA|U00096|U00096.2",1,0.43509739220027,4.12043836073508
"28","ENA|U00096|U00096.2",217,"+",25,2.03431912640803,"ENA|U00096|U00096.2",1,0.43509739220027,2.22513573940177
"29","ENA|U00096|U00096.2",219,"+",29,2.35981018663332,"ENA|U00096|U00096.2",3,1.30529217660081,0.854298044033464
"30","ENA|U00096|U00096.2",223,"+",30,2.44118295168964,"ENA|U00096|U00096.2",2,0.87019478440054,1.48817014523557
"31","ENA|U00096|U00096.2",228,"+",135,10.9853232826034,"ENA|U00096|U00096.2",22,9.57214262840594,0.198663528040582
"32","ENA|U00096|U00096.2",229,"+",40,3.25491060225285,"ENA|U00096|U00096.2",7,3.04568174540189,0.0958527224568063
"33","ENA|U00096|U00096.2",231,"+",62,5.04511143349192,"ENA|U00096|U00096.2",4,1.74038956880108,1.53547586001392
"34","ENA|U00096|U00096.2",232,"+",20,1.62745530112643,"ENA|U00096|U00096.2",1,0.43509739220027,1.90320764451441
"35","ENA|U00096|U00096.2",234,"+",102,8.30002203574478,"ENA|U00096|U00096.2",8,3.48077913760216,1.25370489159854
"36","ENA|U00096|U00096.2",265,"+",24,1.95294636135171,"ENA|U00096|U00096.2",2,0.87019478440054,1.1662420503482
"37","ENA|U00096|U00096.2",287,"+",19,1.54608253607011,"ENA|U00096|U00096.2",2,0.87019478440054,0.829207063070634
"38","ENA|U00096|U00096.2",288,"+",86,6.99805779484364,"ENA|U00096|U00096.2",4,1.74038956880108,2.00754430432915
"39","ENA|U00096|U00096.2",309,"+",106,8.62551309597006,"ENA|U00096|U00096.2",13,5.65626609860351,0.608760286049155
"40","ENA|U00096|U00096.2",315,"+",46,3.74314719259078,"ENA|U00096|U00096.2",6,2.61058435320162,0.519879004962905
"41","ENA|U00096|U00096.2",329,"+",32,2.60392848180228,"ENA|U00096|U00096.2",5,2.17548696100135,0.259351454739686
"42","ENA|U00096|U00096.2",1176,"-",33,2.6853012468586,"ENA|U00096|U00096.2",3,1.30529217660081,1.04071116826435
"43","ENA|U00096|U00096.2",2390,"+",32,2.60392848180228,"ENA|U00096|U00096.2",2,0.87019478440054,1.58127954962705
"44","ENA|U00096|U00096.2",2802,"-",24,1.95294636135171,"ENA|U00096|U00096.2",1,0.43509739220027,2.1662420503482
"45","ENA|U00096|U00096.2",3729,"-",20,1.62745530112643,NA,NA,0.43509739220027,1.90320764451441
"46","ENA|U00096|U00096.2",3730,"-",29,2.35981018663332,NA,NA,0.43509739220027,2.43926054475462
"47","ENA|U00096|U00096.2",5653,"+",24,1.95294636135171,NA,NA,0.43509739220027,2.1662420503482
"48","ENA|U00096|U00096.2",6059,"+",73,5.94021184911146,NA,NA,0.43509739220027,3.77110410850707
"49","ENA|U00096|U00096.2",6470,"-",51,4.15001101787239,NA,NA,0.43509739220027,3.25370489159854
"50","ENA|U00096|U00096.2",6481,"-",305,24.818693342178,"ENA|U00096|U00096.2",25,10.8774348050068,1.19008879230257
"51","ENA|U00096|U00096.2",6482,"-",568,46.2197305519905,"ENA|U00096|U00096.2",31,13.4880191582084,1.77683035874485
"52","ENA|U00096|U00096.2",6483,"-",245,19.9363274387987,"ENA|U00096|U00096.2",17,7.39665566740459,1.43045464737928
"53","ENA|U00096|U00096.2",6484,"-",75,6.1029573792241,NA,NA,0.43509739220027,3.81009824012293
"54","ENA|U00096|U00096.2",6846,"-",30,2.44118295168964,"ENA|U00096|U00096.2",1,0.43509739220027,2.48817014523557
"55","ENA|U00096|U00096.2",6880,"-",41,3.33628336730917,NA,NA,0.43509739220027,2.93883155424513
"56","ENA|U00096|U00096.2",6891,"-",33,2.6853012468586,NA,NA,0.43509739220027,2.6256736689855
"57","ENA|U00096|U00096.2",7859,"+",20,1.62745530112643,"ENA|U00096|U00096.2",1,0.43509739220027,1.90320764451441
"58","ENA|U00096|U00096.2",8190,"+",2560,208.314278544183,"ENA|U00096|U00096.2",225,97.8969132450608,1.08942645329737
"59","ENA|U00096|U00096.2",8191,"+",514,41.8256012389492,"ENA|U00096|U00096.2",18,7.83175305960486,2.41697909737861
"60","ENA|U00096|U00096.2",8199,"+",22,1.79020083123907,"ENA|U00096|U00096.2",1,0.43509739220027,2.04071116826435
"61","ENA|U00096|U00096.2",8209,"+",39,3.17353783719653,"ENA|U00096|U00096.2",1,0.43509739220027,2.8666817684893
"62","ENA|U00096|U00096.2",8217,"+",55,4.47550207809767,"ENA|U00096|U00096.2",3,1.30529217660081,1.77767676243055
"63","ENA|U00096|U00096.2",8220,"+",81,6.59119396956203,"ENA|U00096|U00096.2",4,1.74038956880108,1.92112955251167
"64","ENA|U00096|U00096.2",8226,"+",34,2.76667401191493,"ENA|U00096|U00096.2",2,0.87019478440054,1.66874239087739
"65","ENA|U00096|U00096.2",8227,"+",24,1.95294636135171,"ENA|U00096|U00096.2",2,0.87019478440054,1.1662420503482
"66","ENA|U00096|U00096.2",8228,"+",67,5.45197525877353,"ENA|U00096|U00096.2",5,2.17548696100135,1.32544064519746
"67","ENA|U00096|U00096.2",8231,"+",46,3.74314719259078,"ENA|U00096|U00096.2",2,0.87019478440054,2.10484150568406
"68","ENA|U00096|U00096.2",8232,"+",164,13.3451334692367,"ENA|U00096|U00096.2",7,3.04568174540189,2.13147663218753
"69","ENA|U00096|U00096.2",8234,"+",117,9.5206135115896,"ENA|U00096|U00096.2",12,5.22116870640324,0.866681768489296
"70","ENA|U00096|U00096.2",8243,"+",21,1.70882806618275,NA,NA,0.43509739220027,1.97359697240581
"71","ENA|U00096|U00096.2",8250,"+",20,1.62745530112643,"ENA|U00096|U00096.2",3,1.30529217660081,0.318245143793254
"72","ENA|U00096|U00096.2",8268,"+",32,2.60392848180228,"ENA|U00096|U00096.2",2,0.87019478440054,1.58127954962705
"73","ENA|U00096|U00096.2",8285,"+",23,1.87157359629539,"ENA|U00096|U00096.2",1,0.43509739220027,2.10484150568406
"74","ENA|U00096|U00096.2",8483,"+",22,1.79020083123907,"ENA|U00096|U00096.2",2,0.87019478440054,1.04071116826435
"75","ENA|U00096|U00096.2",8484,"+",48,3.90589272270342,"ENA|U00096|U00096.2",3,1.30529217660081,1.58127954962705
"76","ENA|U00096|U00096.2",8485,"+",34,2.76667401191493,NA,NA,0.43509739220027,2.66874239087739
"77","ENA|U00096|U00096.2",8486,"+",33,2.6853012468586,NA,NA,0.43509739220027,2.6256736689855
"78","ENA|U00096|U00096.2",8707,"+",48,3.90589272270342,"ENA|U00096|U00096.2",3,1.30529217660081,1.58127954962705
"79","ENA|U00096|U00096.2",8818,"+",21,1.70882806618275,"ENA|U00096|U00096.2",1,0.43509739220027,1.97359697240581
"80","ENA|U00096|U00096.2",9032,"+",34,2.76667401191493,"ENA|U00096|U00096.2",1,0.43509739220027,2.66874239087739
"81","ENA|U00096|U00096.2",9131,"-",20,1.62745530112643,"ENA|U00096|U00096.2",1,0.43509739220027,1.90320764451441
"82","ENA|U00096|U00096.2",9252,"-",63,5.12648419854824,"ENA|U00096|U00096.2",1,0.43509739220027,3.55855947312696
"83","ENA|U00096|U00096.2",9275,"+",27,2.19706465652068,"ENA|U00096|U00096.2",3,1.30529217660081,0.75120455106936
"84","ENA|U00096|U00096.2",9276,"+",1003,81.6168833514903,"ENA|U00096|U00096.2",131,56.9977583782354,0.517962438701779
"85","ENA|U00096|U00096.2",9320,"+",31,2.52255571674596,"ENA|U00096|U00096.2",1,0.43509739220027,2.53547586001392
"86","ENA|U00096|U00096.2",9359,"-",45,3.66177442753446,"ENA|U00096|U00096.2",1,0.43509739220027,3.07313264595672
"87","ENA|U00096|U00096.2",9369,"+",29,2.35981018663332,NA,NA,0.43509739220027,2.43926054475462
"88","ENA|U00096|U00096.2",10374,"-",21,1.70882806618275,NA,NA,0.43509739220027,1.97359697240581
"89","ENA|U00096|U00096.2",10476,"-",53,4.31275654798503,"ENA|U00096|U00096.2",1,0.43509739220027,3.30920000419025
"90","ENA|U00096|U00096.2",11542,"+",72,5.85883908405514,"ENA|U00096|U00096.2",5,2.17548696100135,1.429276456182
"91","ENA|U00096|U00096.2",11936,"-",28,2.278437421577,NA,NA,0.43509739220027,2.38863447168465
"92","ENA|U00096|U00096.2",12120,"+",416,33.8510702634297,"ENA|U00096|U00096.2",36,15.6635061192097,1.11179426632583
"93","ENA|U00096|U00096.2",12122,"+",1366,111.155197066935,"ENA|U00096|U00096.2",129,56.1275635938348,0.985794062493885
"94","ENA|U00096|U00096.2",12128,"+",31,2.52255571674596,"ENA|U00096|U00096.2",3,1.30529217660081,0.950513359292767
"95","ENA|U00096|U00096.2",12131,"+",128,10.4157139272091,"ENA|U00096|U00096.2",3,1.30529217660081,2.99631704890589
"96","ENA|U00096|U00096.2",12132,"-",40,3.25491060225285,"ENA|U00096|U00096.2",2,0.87019478440054,1.90320764451441
"97","ENA|U00096|U00096.2",12135,"-",53,4.31275654798503,"ENA|U00096|U00096.2",9,3.91587652980243,0.139275002747935
"98","ENA|U00096|U00096.2",12139,"+",75,6.1029573792241,"ENA|U00096|U00096.2",2,0.87019478440054,2.81009824012293
"99","ENA|U00096|U00096.2",12154,"+",27,2.19706465652068,"ENA|U00096|U00096.2",1,0.43509739220027,2.33616705179052
"100","ENA|U00096|U00096.2",12165,"+",28,2.278437421577,"ENA|U00096|U00096.2",2,0.87019478440054,1.38863447168465
"101","ENA|U00096|U00096.2",12167,"+",19,1.54608253607011,"ENA|U00096|U00096.2",2,0.87019478440054,0.829207063070634
"102","ENA|U00096|U00096.2",12168,"+",53,4.31275654798503,"ENA|U00096|U00096.2",6,2.61058435320162,0.724237503469091
"103","ENA|U00096|U00096.2",12180,"+",123,10.0088501019275,"ENA|U00096|U00096.2",7,3.04568174540189,1.71643913290868
"104","ENA|U00096|U00096.2",12202,"+",28,2.278437421577,"ENA|U00096|U00096.2",4,1.74038956880108,0.388634471684652
"105","ENA|U00096|U00096.2",12216,"+",21,1.70882806618275,"ENA|U00096|U00096.2",2,0.87019478440054,0.973596972405808
"106","ENA|U00096|U00096.2",12225,"+",22,1.79020083123907,NA,NA,0.43509739220027,2.04071116826435
"107","ENA|U00096|U00096.2",12228,"+",22,1.79020083123907,"ENA|U00096|U00096.2",1,0.43509739220027,2.04071116826435
"108","ENA|U00096|U00096.2",12235,"+",21,1.70882806618275,"ENA|U00096|U00096.2",1,0.43509739220027,1.97359697240581
"109","ENA|U00096|U00096.2",12279,"+",23,1.87157359629539,"ENA|U00096|U00096.2",1,0.43509739220027,2.10484150568406
"110","ENA|U00096|U00096.2",12288,"+",100,8.13727650563214,"ENA|U00096|U00096.2",4,1.74038956880108,2.22513573940177
"111","ENA|U00096|U00096.2",12297,"+",19,1.54608253607011,"ENA|U00096|U00096.2",1,0.43509739220027,1.82920706307063
"112","ENA|U00096|U00096.2",12674,"+",80,6.50982120450571,"ENA|U00096|U00096.2",4,1.74038956880108,1.90320764451441
"113","ENA|U00096|U00096.2",12739,"+",32,2.60392848180228,"ENA|U00096|U00096.2",2,0.87019478440054,1.58127954962705
"114","ENA|U00096|U00096.2",12885,"+",19,1.54608253607011,NA,NA,0.43509739220027,1.82920706307063
"115","ENA|U00096|U00096.2",12980,"+",34,2.76667401191493,NA,NA,0.43509739220027,2.66874239087739
"116","ENA|U00096|U00096.2",13081,"+",48,3.90589272270342,"ENA|U00096|U00096.2",2,0.87019478440054,2.1662420503482
"117","ENA|U00096|U00096.2",13082,"+",211,17.1696534268838,"ENA|U00096|U00096.2",8,3.48077913760216,2.30237873833423
"118","ENA|U00096|U00096.2",13083,"+",41,3.33628336730917,"ENA|U00096|U00096.2",6,2.61058435320162,0.353869053523976
"119","ENA|U00096|U00096.2",13099,"+",21,1.70882806618275,NA,NA,0.43509739220027,1.97359697240581
"120","ENA|U00096|U00096.2",13100,"+",19,1.54608253607011,NA,NA,0.43509739220027,1.82920706307063
"121","ENA|U00096|U00096.2",13110,"+",23,1.87157359629539,"ENA|U00096|U00096.2",1,0.43509739220027,2.10484150568406
"122","ENA|U00096|U00096.2",13112,"+",147,11.9617964632792,"ENA|U00096|U00096.2",8,3.48077913760216,1.78095189446341
"123","ENA|U00096|U00096.2",13113,"+",408,33.2000881429791,"ENA|U00096|U00096.2",18,7.83175305960486,2.08377989015623
"124","ENA|U00096|U00096.2",13857,"+",53,4.31275654798503,"ENA|U00096|U00096.2",1,0.43509739220027,3.30920000419025
"125","ENA|U00096|U00096.2",14533,"+",69,5.61472078888617,"ENA|U00096|U00096.2",3,1.30529217660081,2.10484150568406
"126","ENA|U00096|U00096.2",14534,"+",139,11.3108143428287,"ENA|U00096|U00096.2",2,0.87019478440054,3.70022062235056
"127","ENA|U00096|U00096.2",14536,"+",29,2.35981018663332,"ENA|U00096|U00096.2",1,0.43509739220027,2.43926054475462
"128","ENA|U00096|U00096.2",16933,"-",26,2.11569189146435,"ENA|U00096|U00096.2",3,1.30529217660081,0.696756767046984
"129","ENA|U00096|U00096.2",16949,"-",104,8.46276756585742,"ENA|U00096|U00096.2",15,6.52646088300405,0.374828672159622
"130","ENA|U00096|U00096.2",16951,"+",289,23.5167291012769,"ENA|U00096|U00096.2",5,2.17548696100135,3.43427713724036
"131","ENA|U00096|U00096.2",17018,"+",111,9.03237692125167,"ENA|U00096|U00096.2",2,0.87019478440054,3.37569541597715
"132","ENA|U00096|U00096.2",17146,"-",72,5.85883908405514,"ENA|U00096|U00096.2",10,4.3509739220027,0.429276456181998
"133","ENA|U00096|U00096.2",17214,"+",117,9.5206135115896,"ENA|U00096|U00096.2",1,0.43509739220027,4.45164426921045
"134","ENA|U00096|U00096.2",17220,"+",254,20.6686823243056,NA,NA,0.43509739220027,5.56996423639921
"135","ENA|U00096|U00096.2",17221,"+",606,49.3118956241307,"ENA|U00096|U00096.2",6,2.61058435320162,4.23949103237884
"136","ENA|U00096|U00096.2",17222,"+",332,27.0157579986987,"ENA|U00096|U00096.2",3,1.30529217660081,4.37135648025282
"137","ENA|U00096|U00096.2",17223,"+",1678,136.543499764507,"ENA|U00096|U00096.2",13,5.65626609860351,4.59336683192578
"138","ENA|U00096|U00096.2",17225,"+",28,2.278437421577,NA,NA,0.43509739220027,2.38863447168465
"139","ENA|U00096|U00096.2",17309,"+",74,6.02158461416778,"ENA|U00096|U00096.2",2,0.87019478440054,2.790732915256
"140","ENA|U00096|U00096.2",17310,"+",371,30.1892958358952,"ENA|U00096|U00096.2",5,2.17548696100135,3.79462683136049
"141","ENA|U00096|U00096.2",17414,"-",32,2.60392848180228,"ENA|U00096|U00096.2",4,1.74038956880108,0.581279549627048
"142","ENA|U00096|U00096.2",17420,"+",42,3.4176561323655,NA,NA,0.43509739220027,2.97359697240581
"143","ENA|U00096|U00096.2",17425,"+",70,5.69609355394249,"ENA|U00096|U00096.2",1,0.43509739220027,3.71056256657201
"144","ENA|U00096|U00096.2",17452,"+",28,2.278437421577,"ENA|U00096|U00096.2",1,0.43509739220027,2.38863447168465
"145","ENA|U00096|U00096.2",17453,"+",104,8.46276756585742,"ENA|U00096|U00096.2",10,4.3509739220027,0.959791172880778
"146","ENA|U00096|U00096.2",17454,"+",50,4.06863825281607,"ENA|U00096|U00096.2",1,0.43509739220027,3.22513573940177
"147","ENA|U00096|U00096.2",17455,"+",67,5.45197525877353,"ENA|U00096|U00096.2",5,2.17548696100135,1.32544064519746
"148","ENA|U00096|U00096.2",17456,"+",21,1.70882806618275,"ENA|U00096|U00096.2",2,0.87019478440054,0.973596972405808
"149","ENA|U00096|U00096.2",17457,"+",32,2.60392848180228,NA,NA,0.43509739220027,2.58127954962705
"150","ENA|U00096|U00096.2",17980,"+",68,5.53334802382985,"ENA|U00096|U00096.2",3,1.30529217660081,2.08377989015623
"151","ENA|U00096|U00096.2",17989,"-",42,3.4176561323655,NA,NA,0.43509739220027,2.97359697240581
"152","ENA|U00096|U00096.2",18022,"+",1111,90.405141977573,"ENA|U00096|U00096.2",151,65.6997062222408,0.460517911691061
"153","ENA|U00096|U00096.2",18023,"+",42,3.4176561323655,"ENA|U00096|U00096.2",5,2.17548696100135,0.651668877518446
"154","ENA|U00096|U00096.2",18024,"+",2624,213.522135507787,"ENA|U00096|U00096.2",303,131.834509836682,0.695657570772181
"155","ENA|U00096|U00096.2",18046,"+",23,1.87157359629539,"ENA|U00096|U00096.2",1,0.43509739220027,2.10484150568406
"156","ENA|U00096|U00096.2",18113,"+",49,3.98726548775975,"ENA|U00096|U00096.2",1,0.43509739220027,3.19598939374226
"157","ENA|U00096|U00096.2",18121,"+",117,9.5206135115896,"ENA|U00096|U00096.2",4,1.74038956880108,2.45164426921045
"158","ENA|U00096|U00096.2",18122,"+",83,6.75393949967467,"ENA|U00096|U00096.2",4,1.74038956880108,1.95631898097397
"159","ENA|U00096|U00096.2",18124,"+",55,4.47550207809767,"ENA|U00096|U00096.2",1,0.43509739220027,3.36263926315171
"160","ENA|U00096|U00096.2",18373,"+",32,2.60392848180228,"ENA|U00096|U00096.2",4,1.74038956880108,0.581279549627048
"161","ENA|U00096|U00096.2",18552,"+",314,25.5510482276849,"ENA|U00096|U00096.2",27,11.7476295894073,1.12101279635521
"162","ENA|U00096|U00096.2",18553,"+",164,13.3451334692367,"ENA|U00096|U00096.2",14,6.09136349080378,1.13147663218753
"163","ENA|U00096|U00096.2",18558,"+",25,2.03431912640803,"ENA|U00096|U00096.2",3,1.30529217660081,0.640173238680617
"164","ENA|U00096|U00096.2",18562,"+",38,3.09216507214021,"ENA|U00096|U00096.2",4,1.74038956880108,0.829207063070634
"165","ENA|U00096|U00096.2",18652,"+",72,5.85883908405514,"ENA|U00096|U00096.2",2,0.87019478440054,2.75120455106936
"166","ENA|U00096|U00096.2",18979,"+",44,3.58040166247814,"ENA|U00096|U00096.2",4,1.74038956880108,1.04071116826435
"167","ENA|U00096|U00096.2",19164,"+",23,1.87157359629539,"ENA|U00096|U00096.2",2,0.87019478440054,1.10484150568406
"168","ENA|U00096|U00096.2",19511,"-",126,10.2529683970965,NA,NA,0.43509739220027,4.55855947312696
"169","ENA|U00096|U00096.2",19618,"-",21,1.70882806618275,"ENA|U00096|U00096.2",1,0.43509739220027,1.97359697240581
"170","ENA|U00096|U00096.2",19659,"-",331,26.9343852336424,"ENA|U00096|U00096.2",13,5.65626609860351,2.25152723829317
"171","ENA|U00096|U00096.2",19706,"-",21,1.70882806618275,"ENA|U00096|U00096.2",2,0.87019478440054,0.973596972405808
"172","ENA|U00096|U00096.2",19773,"-",46,3.74314719259078,"ENA|U00096|U00096.2",1,0.43509739220027,3.10484150568406
"173","ENA|U00096|U00096.2",20677,"-",1241,100.983601434895,"ENA|U00096|U00096.2",60,26.1058435320162,1.95167635414889
"174","ENA|U00096|U00096.2",20678,"-",1283,104.40125756726,"ENA|U00096|U00096.2",51,22.1899670022138,2.23415966274524
"175","ENA|U00096|U00096.2",20679,"-",254,20.6686823243056,"ENA|U00096|U00096.2",7,3.04568174540189,2.76260931434161
"176","ENA|U00096|U00096.2",20680,"-",449,36.5363715102883,"ENA|U00096|U00096.2",12,5.22116870640324,2.80688868364704
"177","ENA|U00096|U00096.2",20849,"-",30,2.44118295168964,"ENA|U00096|U00096.2",4,1.74038956880108,0.488170145235567
"178","ENA|U00096|U00096.2",20850,"-",68,5.53334802382985,"ENA|U00096|U00096.2",1,0.43509739220027,3.66874239087739
"179","ENA|U00096|U00096.2",20854,"-",47,3.8245199576471,"ENA|U00096|U00096.2",4,1.74038956880108,1.13586840130469
"180","ENA|U00096|U00096.2",20908,"-",34,2.76667401191493,"ENA|U00096|U00096.2",1,0.43509739220027,2.66874239087739
"181","ENA|U00096|U00096.2",20913,"-",33,2.6853012468586,"ENA|U00096|U00096.2",5,2.17548696100135,0.303745574098139
"182","ENA|U00096|U00096.2",20934,"-",71,5.77746631899882,"ENA|U00096|U00096.2",11,4.78607131420297,0.271595050494433
"183","ENA|U00096|U00096.2",20937,"-",253,20.5873095592493,"ENA|U00096|U00096.2",32,13.9231165504086,0.564273124321358
"184","ENA|U00096|U00096.2",20938,"-",467,38.0010812813021,"ENA|U00096|U00096.2",57,24.8005513554154,0.615668275171968
"185","ENA|U00096|U00096.2",20939,"-",76,6.18433014428042,"ENA|U00096|U00096.2",11,4.78607131420297,0.369775444433337
"186","ENA|U00096|U00096.2",20940,"-",281,22.8657469808263,"ENA|U00096|U00096.2",43,18.7091878646116,0.289441115145876
"187","ENA|U00096|U00096.2",20941,"-",326,26.5275214083608,"ENA|U00096|U00096.2",20,8.7019478440054,1.60807960897076
"188","ENA|U00096|U00096.2",20942,"-",107,8.70688586102638,"ENA|U00096|U00096.2",18,7.83175305960486,0.152821534585883
"189","ENA|U00096|U00096.2",20943,"-",1435,116.769917855821,"ENA|U00096|U00096.2",99,43.0746418278267,1.43875795111049
"190","ENA|U00096|U00096.2",20944,"-",303,24.6559478120654,"ENA|U00096|U00096.2",51,22.1899670022138,0.152028191128503
"191","ENA|U00096|U00096.2",20946,"-",42,3.4176561323655,"ENA|U00096|U00096.2",4,1.74038956880108,0.973596972405808
"192","ENA|U00096|U00096.2",20948,"-",154,12.5314058186735,"ENA|U00096|U00096.2",22,9.57214262840594,0.388634471684652
"193","ENA|U00096|U00096.2",20949,"-",103,8.3813948008011,"ENA|U00096|U00096.2",10,4.3509739220027,0.945851981922904
"194","ENA|U00096|U00096.2",20950,"-",37,3.01079230708389,"ENA|U00096|U00096.2",5,2.17548696100135,0.468804820368635
"195","ENA|U00096|U00096.2",20954,"-",23,1.87157359629539,"ENA|U00096|U00096.2",1,0.43509739220027,2.10484150568406
"196","ENA|U00096|U00096.2",20955,"-",37,3.01079230708389,"ENA|U00096|U00096.2",4,1.74038956880108,0.790732915255998
"197","ENA|U00096|U00096.2",20963,"-",181,14.7284704751942,"ENA|U00096|U00096.2",21,9.13704523620567,0.688808013931493
"198","ENA|U00096|U00096.2",20965,"-",50,4.06863825281607,"ENA|U00096|U00096.2",4,1.74038956880108,1.22513573940177
"199","ENA|U00096|U00096.2",20983,"+",36,2.92941954202757,"ENA|U00096|U00096.2",5,2.17548696100135,0.429276456181998
"200","ENA|U00096|U00096.2",20985,"-",35,2.84804677697125,"ENA|U00096|U00096.2",3,1.30529217660081,1.12560006585086
"201","ENA|U00096|U00096.2",20985,"+",47,3.8245199576471,"ENA|U00096|U00096.2",3,1.30529217660081,1.55090590058353
"202","ENA|U00096|U00096.2",21000,"-",83,6.75393949967467,"ENA|U00096|U00096.2",10,4.3509739220027,0.63439088608661
"203","ENA|U00096|U00096.2",21001,"-",28,2.278437421577,"ENA|U00096|U00096.2",3,1.30529217660081,0.803671970963496
"204","ENA|U00096|U00096.2",21002,"-",47,3.8245199576471,"ENA|U00096|U00096.2",4,1.74038956880108,1.13586840130469
"205","ENA|U00096|U00096.2",21003,"-",51,4.15001101787239,"ENA|U00096|U00096.2",5,2.17548696100135,0.931776796711181
"206","ENA|U00096|U00096.2",21006,"+",164,13.3451334692367,"ENA|U00096|U00096.2",8,3.48077913760216,1.93883155424513
"207","ENA|U00096|U00096.2",21007,"-",19,1.54608253607011,"ENA|U00096|U00096.2",1,0.43509739220027,1.82920706307063
"208","ENA|U00096|U00096.2",21014,"-",89,7.2421760900126,"ENA|U00096|U00096.2",9,3.91587652980243,0.887087979151133
"209","ENA|U00096|U00096.2",21015,"-",46,3.74314719259078,"ENA|U00096|U00096.2",4,1.74038956880108,1.10484150568406
"210","ENA|U00096|U00096.2",21017,"-",217,17.6578900172217,"ENA|U00096|U00096.2",20,8.7019478440054,1.02090268718417
"211","ENA|U00096|U00096.2",21019,"-",35,2.84804677697125,"ENA|U00096|U00096.2",6,2.61058435320162,0.125600065850858
"212","ENA|U00096|U00096.2",21023,"-",1033,84.05806630318,"ENA|U00096|U00096.2",47,20.4495774334127,2.03931523681447
"213","ENA|U00096|U00096.2",21024,"-",37,3.01079230708389,"ENA|U00096|U00096.2",3,1.30529217660081,1.20577041453484
"214","ENA|U00096|U00096.2",21025,"-",129,10.4970866922655,"ENA|U00096|U00096.2",6,2.61058435320162,2.00754430432915
"215","ENA|U00096|U00096.2",21026,"-",33,2.6853012468586,NA,NA,0.43509739220027,2.6256736689855
"216","ENA|U00096|U00096.2",21027,"-",89,7.2421760900126,"ENA|U00096|U00096.2",1,0.43509739220027,4.05701298059345
