#
# Copies and Copyright-Notice
#
#      RegulonDB is free for academic/noncommercial use
#
#      User is not entitled to change or erase data sets of the RegulonDB
#      database or to eliminate copyright notices from RegulonDB. Furthermore,
#      User is not entitled to expand RegulonDB or to integrate RegulonDB partly
#      or as a whole into other databank systems, without prior written consent
#      from CCG-UNAM.
#
#      Please check the license at http://regulondb.ccg.unam.mx/download/LicenseRegulonDBRegistration.jsp
#
# Citation
#
#      Salgado, H. et al. (2013). "RegulonDB v8.0: Omics data sets, evolutionary conservation, 
#      regulatory phrases, cross-validated gold standards and more".
#      Nucleic Acids Research 2012 Nov; doi: 10.1093/nar/gks1201
#
#
# Contact
#
#     Questions concerning the content of the dataset by users of RegulonDB will be forwarded to this person.   
#     We appreciate to receive copy of the responses to users, so we can keep track of taking care of users requests.
#
#     Person: Dr. Enrique Morett S‡nchez
#     Email address: emorett@ibt.unam.mx
#
# ___________________________________________________________________________
# Columns:
# 1)	TSS left position
# 2)	TSS right position: This value is the same as in column one for single position TSSs and higher that one for cluster TSSs
# 3)	TSS position Max frequency: This value is the Position within the cluster with the highest frequency.
# 4)	TSS length: 1 for single position TSSs and more than one for cluster TSSs.
# 5)	Number of reads: For cluster TSSs the accumulated number of reads for all its positions is given.
# 6)	Orientation (strand)
# 7)	Gene name
# 8)	Blattner number
# 9)	Left end position for gene
# 10)	Right end position for gene
# 11)	Relative orientation to gene:  Upsense, InSense, UpAntiSense, InAntiSense, Convergent, UpSenseExten or UpAntiSenseExten.
#
816049	816051	816050	3	84672	forward	moaA	b0781	816267	817256	UpSenseExten
2263436	2263437	2263437	2	54405	forward	yeiP	b2171	2263472	2264044	UpSense
4040412	4040414	4040414	3	51329	forward	rdoA	b3859	4040438	4041424	UpSense
141360	141361	141360	2	56984	forward	hpt	b0125	141431	141967	UpSense
3237885	3237885	3237885	1	41788	forward	sstT	b3089	3237966	3239210	UpSense
189712	189713	189712	2	53743	forward	tff	b4414	189712	189847	UpSense
3637960	3637961	3637960	2	40549	forward	uspA	b3495	3638134	3638568	UpSenseExten
127953	127953	127953	1	36652	forward	lpd	b0116	127912	129336	UpSense
784830	784831	784830	2	51910	forward	aroG	b0754	784856	785908	UpSense
3070052	3070052	3070052	1	35632	forward	pgk	b2926	3069481	3070644	InAntiSense
2001860	2001860	2001860	1	35343	forward	fliD	b1924	2001896	2003302	UpSense
3819411	3819411	3819411	1	35332	forward	gmk	b3648	3819451	3820074	UpSense
2734367	2734368	2734367	2	34600	forward	bamD	b2595	2734168	2734905	InSense
455798	455801	455801	4	34829	forward	clpP	b0437	455901	456524	UpSense
96971	96973	96972	3	37188	forward	murD	b0088	97087	98403	UpSense
2827731	2827732	2827732	2	34461	forward	gutQ	b2708	2827835	2828800	UpSense
453657	453658	453658	2	34268	forward	bolA	b0435	453696	454013	UpSense
1150733	1150735	1150734	3	42369	forward	acpP	b1094	1150838	1151074	UpSense
345656	345656	345656	1	32068	forward	yahO	b0329	345708	345983	UpSense
1861642	1861645	1861643	4	39115	forward	gapA	b1779	1860795	1861790	InSense
1288329	1288329	1288329	1	31583	forward	rssA	b1234	1288429	1289373	UpSense
674216	674216	674216	1	31519	forward	ybeL	b0643	674241	674723	UpSense
3530812	3530814	3530813	3	35960	forward	pck	b3403	3530840	3532462	UpSense
2241901	2241904	2241903	4	39000	forward	yeiG	b2154	2241932	2242768	UpSense
3925154	3925156	3925155	3	32463	forward	asnA	b3744	3925178	3926170	UpSense
1899958	1899960	1899959	3	27936	forward	manX	b1817	1900072	1901043	UpSense
3963763	3963763	3963763	1	27365	forward	trxA	b3781	3963784	3964113	UpSense
192814	192814	192814	1	27182	forward	frr	b0172	192872	193429	UpSense
2751616	2751616	2751616	1	26442	forward	smpA	b2617	2751627	2751968	UpSense
877440	877440	877440	1	26352	forward	bssR	b0836	877471	877854	UpSense
982797	982798	982798	2	27408	forward	ycbL	b0927	982873	983520	UpSense
236027	236027	236027	1	26061	forward	dnaQ	b0215	236067	236798	UpSense
4173940	4173940	4173940	1	26035	forward	tufB	b3980	4173967	4175151	UpSense
1146523	1146525	1146523	3	32301	forward	rpmF	b1089	1146590	1146763	UpSense
4175318	4175319	4175319	2	26764	forward	secE	b3981	4175381	4175764	UpSense
3965769	3965769	3965769	1	24527	forward	rfe	b3784	3965939	3967042	UpSenseExten
903740	903740	903740	1	24033	forward	ybjQ	b0866	903816	904139	UpSense
1299486	1299493	1299487	8	83044	forward	oppA	b1243	1299206	1300837	InSense
175074	175074	175074	1	23408	forward	clcA	b0155	175107	176528	UpSense
1299099	1299100	1299100	2	27154	forward	oppA	b1243	1299206	1300837	UpSense
103028	103029	103028	2	25888	forward	ftsQ	b0093	103155	103985	UpSense
1299469	1299470	1299469	2	30408	forward	oppA	b1243	1299206	1300837	InSense
3471796	3471796	3471796	1	22481	forward	rpsG	b3341	3471564	3472103	InAntiSense
2531527	2531529	2531529	3	28805	forward	ptsH	b2415	2531786	2532043	UpSenseExten
3955939	3955939	3955939	1	21747	forward	ilvC	b3774	3955993	3957468	UpSense
3651959	3651960	3651959	2	22707	forward	slp	b3506	3651984	3652550	UpSense
3948562	3948564	3948563	3	23399	forward	ilvX	b4669	3948530	3948580	UpSense
1860762	1860765	1860764	4	32272	forward	gapA	b1779	1860795	1861790	UpSense
428006	428008	428006	3	22491	forward	secD	b0408	426871	428718	InSense
3992514	3992514	3992514	1	20160	forward	yifL	b4558	3992545	3992748	UpSense
931654	931654	931654	1	19932	forward	lrp	b0889	931818	932312	UpSenseExten
202081	202083	202082	3	41297	forward	fabZ	b0180	202101	202556	UpSense
2088023	2088024	2088023	2	20839	forward	hisL	b2018	2088020	2088070	UpSense
1901836	1901837	1901837	2	20677	forward	manZ	b1819	1901910	1902770	UpSense
892149	892149	892149	1	19271	forward	ybjN	b0853	892180	892656	UpSense
3247288	3247289	3247289	2	25856	forward	yqjD	b3098	3247397	3247702	UpSense
3715310	3715310	3715310	1	18952	forward	ghrB	b3553	3715333	3716307	UpSense
22306	22307	22306	2	20043	forward	ileS	b0026	22391	25207	UpSense
2383426	2383426	2383426	1	18862	forward	yfbK	b2270	2382017	2383744	InAntiSense
2531521	2531524	2531522	4	49636	forward	ptsH	b2415	2531786	2532043	UpSenseExten
105669	105670	105670	2	32216	forward	ftsZ	b0095	105305	106456	InSense
4328343	4328343	4328343	1	17782	forward	proP	b4111	4328525	4330027	UpSenseExten
191754	191754	191754	1	17775	forward	pyrH	b0171	191855	192580	UpSense
969866	969867	969867	2	18710	forward	ycaR	b0917	969896	970078	UpSense
200138	200139	200138	2	22882	forward	bamA	b0177	197928	200360	InSense
1924120	1924125	1924123	6	47469	forward	exoX	b1844	1924144	1924806	UpSense
1733362	1733364	1733362	3	21864	forward	sodB	b1656	1733402	1733983	UpSense
1264117	1264118	1264118	2	27122	forward	prfA	b1211	1264235	1265317	UpSense
1892781	1892781	1892781	1	17496	forward	pabB	b1812	1892829	1894190	UpSense
28287	28290	28287	4	27818	forward	dapB	b0031	28374	29195	UpSense
1327325	1327327	1327326	3	20016	forward	sohB	b1272	1327356	1328405	UpSense
3085268	3085268	3085268	1	17049	forward	metK	b2942	3084728	3085882	InSense
429287	429288	429287	2	18473	forward	secF	b0409	428729	429700	InSense
110694	110696	110696	3	19678	forward	secA	b0098	108279	110984	InSense
2798142	2798143	2798143	2	19309	forward	ygaM	b2672	2798156	2798497	UpSense
191819	191825	191825	7	53707	forward	pyrH	b0171	191855	192580	UpSense
940046	940046	940046	1	16167	forward	dmsA	b0894	940182	942626	UpSense
1984821	1984821	1984821	1	16034	forward	ftnB	b1902	1984949	1985452	UpSense
71271	71271	71271	1	15789	forward	yabI	b0065	71351	72115	UpSense
532188	532189	532189	2	26769	forward	allR	b0506	532235	533050	UpSense
3538484	3538485	3538485	2	19533	forward	feoB	b3409	3538429	3540750	InSense
1299035	1299036	1299035	2	16111	forward	OppA5'				InSense
4427834	4427835	4427835	2	22813	forward	cycA	b4208	4427887	4429299	UpSense
3989081	3989081	3989081	1	15388	forward	cyaA	b3806	3989176	3991722	UpSense
2533834	2533839	2533835	6	33483	forward	crr	b2417	2533856	2534365	UpSense
455829	455829	455829	1	15140	forward	clpP	b0437	455901	456524	UpSense
202070	202076	202072	7	56243	forward	fabZ	b0180	202101	202556	UpSense
4098781	4098783	4098782	3	22160	forward	sodA	b3908	4098833	4099453	UpSense
460554	460556	460556	3	20410	forward	hupB	b0440	460675	460947	UpSense
1050528	1050529	1050528	2	14927	forward	cspH	b0989	1050186	1050398	UpAntiSense
728294	728296	728295	3	15068	forward	ybfA	b0699	728357	728563	UpSense
4105561	4105562	4105562	2	19509	forward	pfkA	b3916	4105575	4106537	UpSense
1625515	1625515	1625515	1	14054	forward	ydfG	b1539	1625541	1626287	UpSense
1290626	1290629	1290629	4	26209	forward	galU	b1236	1290680	1291588	UpSense
4047922	4047922	4047922	1	13893	forward	spf	b3864	4047922	4048030	UpSense
961116	961117	961116	2	15059	forward	rpsA	b0911	961218	962891	UpSense
3107546	3107546	3107546	1	13521	forward	yqgA	b2966	3107575	3108282	UpSense
3820008	3820009	3820008	2	14520	forward	rpoZ	b3649	3820129	3820404	UpSense
4427803	4427803	4427803	1	13309	forward	cycA	b4208	4427887	4429299	UpSense
3638007	3638008	3638007	2	22646	forward	uspA	b3495	3638134	3638568	UpSense
3054005	3054007	3054006	3	28870	forward	ssrS	b2911	3054005	3054187	UpSense
4402875	4402875	4402875	1	13122	forward	purA	b4177	4402710	4404008	InSense
2314216	2314217	2314217	2	17613	forward	rcsB	b2217	2314199	2314849	UpSense
1718115	1718115	1718115	1	12654	forward	slyB	b1641	1717900	1718367	InSense
3380951	3380952	3380951	2	14385	forward	degS	b3235	3380222	3381289	InSense
835541	835541	835541	1	12531	forward	ybiC	b0801	835574	836659	UpSense
4472849	4472852	4472852	4	20547	forward	tabA	b4252	4472885	4473337	UpSense
3378148	3378148	3378148	1	12165	forward	yhcB	b3233	3378213	3378611	UpSense
175012	175012	175012	1	12110	forward	clcA	b0155	175107	176528	UpSense
1179131	1179131	1179131	1	12025	forward	cobB	b1120	1178743	1179582	InSense
3053781	3053781	3053781	1	12012	forward	zapA	b2910	3053634	3053963	InSense
2094796	2094796	2094796	1	11969	forward	hisI	b2026	2094638	2095249	InSense
460654	460655	460654	2	20697	forward	hupB	b0440	460675	460947	UpSense
122969	122969	122969	1	11830	forward	aceE	b0114	123017	125680	UpSense
2550264	2550267	2550264	4	17347	forward	amiA	b2435	2550374	2551243	UpSense
1407152	1407153	1407153	2	11861	forward	fnrS				UpSense
176560	176561	176561	2	15465	forward	erpA	b0156	176610	176954	UpSense
302181	302183	302183	3	26095	forward	yagU	b0287	302215	302829	UpSense
816137	816137	816137	1	11680	forward	moaA	b0781	816267	817256	UpSense
957974	957975	957974	2	14312	forward	aroA	b0908	958035	959318	UpSense
4041275	4041275	4041275	1	11582	forward	rdoA	b3859	4040438	4041424	InSense
2264236	2264236	2264236	1	11523	forward	yeiQ	b2172	2264267	2265733	UpSense
2531628	2531631	2531630	4	14376	forward	ptsH	b2415	2531786	2532043	UpSenseExten
1139733	1139733	1139733	1	11375	forward	flgL	b1083	1139256	1140209	InSense
2720689	2720691	2720691	3	18661	forward	pssA	b2585	2720749	2722104	UpSense
3089809	3089809	3089809	1	11233	forward	gshB	b2947	3089900	3090850	UpSense
4194721	4194721	4194721	1	11192	forward	rsd	b3995	4194355	4194831	InAntiSense
712139	712140	712139	2	21190	forward	seqA	b0687	712210	712755	UpSense
2051590	2051590	2051590	1	11028	forward	shiA	b1981	2051667	2052983	UpSense
1299472	1299473	1299472	2	17823	forward	oppA	b1243	1299206	1300837	InSense
1266404	1266405	1266405	2	16378	forward	ychA	b1214	1266543	1267352	UpSense
2037773	2037773	2037773	1	10794	forward	yedY	b1971	2037502	2038506	InSense
2094596	2094596	2094596	1	10772	forward	hisI	b2026	2094638	2095249	UpSense
1894167	1894167	1894167	1	10728	forward	nudL	b1813	1894194	1894772	UpSense
488860	488860	488860	1	10674	forward	kefA	b0465	485760	489122	InSense
1808906	1808906	1808906	1	10639	forward	ydjN	b1729	1808958	1810349	UpSense
1717801	1717801	1717801	1	10634	forward	slyB	b1641	1717900	1718367	UpSense
4485793	4485793	4485793	1	10565	forward	lptG	b4262	4485341	4486423	InSense
4397075	4397075	4397075	1	10464	forward	mutL	b4170	4395435	4397282	InSense
1630738	1630738	1630738	1	10456	forward	ydfK	b1544	1631063	1631329	UpSenseExten
198881	198884	198883	4	14832	forward	bamA	b0177	197928	200360	InSense
1146369	1146372	1146370	4	21495	forward	yceD	b1088	1146017	1146538	InSense
1934611	1934614	1934613	4	16077	forward	yebK	b1853	1934676	1935545	UpSense
3638441	3638443	3638442	3	14726	forward	uspA	b3495	3638134	3638568	InSense
3250285	3250285	3250285	1	10189	forward	yhaH	b3103	3250326	3250691	UpSense
819081	819081	819081	1	10124	forward	ybhL	b0786	819107	819811	UpSense
4174614	4174614	4174614	1	10038	forward	tufB	b3980	4173967	4175151	InSense
3989022	3989022	3989022	1	10034	forward	cyaA	b3806	3989176	3991722	UpSenseExten
939001	939003	939001	3	15468	forward	serS	b0893	938651	939943	InSense
1164239	1164239	1164239	1	10003	forward	ycfP	b1108	1164366	1164908	UpSense
3352533	3352534	3352533	2	11340	forward	gltB	b3212	3352654	3357207	UpSense
2735602	2735602	2735602	1	9990	forward	pheL	b2598	2735621	2735668	UpSense
3989094	3989094	3989094	1	9906	forward	cyaA	b3806	3989176	3991722	UpSense
4476468	4476468	4476468	1	9696	forward	rraB	b4255	4476496	4476912	UpSense
3948512	3948514	3948512	3	17682	forward	ilvX	b4669	3948530	3948580	UpSense
220638	220638	220638	1	9659	forward	metQ	b0197	220113	220928	InAntiSense
292275	292275	292275	1	9630	forward	yagK	b0277	291546	292172	UpAntiSense
982246	982246	982246	1	9604	forward	ycbK	b0926	982298	982846	UpSense
4103808	4103808	4103808	1	9425	forward	cpxP	b4484	4103843	4104343	UpSense
4178558	4178558	4178558	1	9400	forward	rplL	b3986	4178583	4178948	UpSense
176558	176558	176558	1	9370	forward	erpA	b0156	176610	176954	UpSense
2597898	2597901	2597901	4	14783	forward	gcvR	b2479	2597928	2598500	UpSense
1158398	1158399	1158398	2	10256	forward	ptsG	b1101	1157092	1158525	InSense
1158120	1158120	1158120	1	9302	forward	ptsG	b1101	1157092	1158525	InSense
4105548	4105549	4105548	2	9799	forward	pfkA	b3916	4105575	4106537	UpSense
1185045	1185046	1185046	2	9615	forward	pepT	b1127	1185067	1186293	UpSense
1299495	1299497	1299496	3	14927	forward	oppA	b1243	1299206	1300837	InSense
209658	209658	209658	1	9184	forward	ldcC	b0186	209679	211820	UpSense
208276	208276	208276	1	9148	forward	dnaE	b0184	205126	208608	InSense
1840329	1840332	1840332	4	20096	forward	gdhA	b1761	1840395	1841738	UpSense
8191	8192	8191	2	10155	forward	talB	b0008	8238	9191	UpSense
4105495	4105497	4105497	3	10216	forward	pfkA	b3916	4105575	4106537	UpSense
2524948	2524948	2524948	1	9006	forward	yfeH	b2410	2524968	2525966	UpSense
3964420	3964421	3964421	2	9398	forward	rho	b3783	3964440	3965699	UpSense
4173981	4173983	4173982	3	9991	forward	tufB	b3980	4173967	4175151	UpSense
1027148	1027150	1027150	3	12826	forward	yccU	b0965	1027169	1027582	UpSense
1515636	1515637	1515636	2	9954	forward	ydcY	b1446	1515672	1515905	UpSense
4057410	4057410	4057410	1	8666	forward	typA	b3871	4056430	4058253	InSense
2734571	2734571	2734571	1	8659	forward	bamD	b2595	2734168	2734905	InSense
1151328	1151329	1151328	2	14943	forward	fabF	b1095	1151162	1152403	InSense
4175266	4175267	4175266	2	14486	forward	secE	b3981	4175381	4175764	UpSense
4014409	4014413	4014411	5	20568	forward	udp	b3831	4014454	4015215	UpSense
198875	198875	198875	1	8474	forward	bamA	b0177	197928	200360	InSense
4131811	4131814	4131813	4	17250	forward	katG	b3942	4131858	4134038	UpSense
629081	629081	629081	1	8402	forward	cstA	b0598	629117	631222	UpSense
461075	461076	461076	2	10591	forward	ppiD	b0441	461139	463010	UpSense
4104247	4104247	4104247	1	8314	forward	cpxP	b4484	4103843	4104343	InSense
4116554	4116555	4116555	2	14140	forward	zapB	b3928	4116538	4116783	UpSense
3053996	3053996	3053996	1	8254	forward	ssrS	b2911	3054005	3054187	UpSense
4197512	4197513	4197512	2	12214	forward	yjaG	b3999	4197527	4198117	UpSense
460660	460663	460662	4	19699	forward	hupB	b0440	460675	460947	UpSense
3090848	3090850	3090848	3	15747	forward	yqgE	b2948	3090959	3091522	UpSense
638054	638055	638054	2	9479	forward	ahpC	b0605	638168	638731	UpSense
13127	13127	13127	1	8074	forward	dnaK	b0014	12163	14079	InSense
1258161	1258161	1258161	1	7992	forward	ychH	b1205	1258014	1258292	InSense
4265104	4265105	4265105	2	8735	forward	tyrB	b4054	4265137	4266330	UpSense
656598	656598	656598	1	7947	forward	cspE	b0623	656515	656724	InSense
4285695	4285695	4285695	1	7939	forward	nrfA	b4070	4285787	4287223	UpSense
638057	638058	638058	2	8156	forward	ahpC	b0605	638168	638731	UpSense
2531710	2531710	2531710	1	7871	forward	ptsH	b2415	2531786	2532043	UpSense
3819418	3819419	3819419	2	10284	forward	gmk	b3648	3819451	3820074	UpSense
1901897	1901897	1901897	1	7853	forward	manZ	b1819	1901910	1902770	UpSense
460657	460658	460657	2	8949	forward	hupB	b0440	460675	460947	UpSense
1711656	1711656	1711656	1	7815	forward	tppB	b1634	1710793	1712295	InSense
2714708	2714708	2714708	1	7754	forward	ung	b2580	2714776	2715465	UpSense
3293466	3293466	3293466	1	7739	forward	yraN	b3148	3293416	3293811	UpSense
4056403	4056405	4056403	3	17980	forward	typA	b3871	4056430	4058253	UpSense
1389970	1389971	1389971	2	9094	forward	ycjZ	b1328	1390015	1390914	UpSense
3543480	3543480	3543480	1	7707	forward	gntX	b3413	3542904	3543587	InSense
31596	31596	31596	1	7698	forward	carB	b0033	30817	34038	InSense
8229	8230	8230	2	10718	forward	talB	b0008	8238	9191	UpSense
3964397	3964397	3964397	1	7676	forward	rho	b3783	3964440	3965699	UpSense
762214	762214	762214	1	7674	forward	sucC	b0728	762237	763403	UpSense
639346	639347	639346	2	9929	forward	ahpF	b0606	638976	640541	InSense
174930	174934	174933	5	16714	forward	hemL	b0154	173602	174882	UpAntiSense
102872	102872	102872	1	7639	forward	ddlB	b0092	102233	103153	InSense
4024198	4024200	4024198	3	10265	forward	ubiD	b3843	4023011	4024504	InSense
2089096	2089096	2089096	1	7576	forward	hisD	b2020	2089121	2090425	UpSense
4404620	4404621	4404620	2	8445	forward	rnr	b4179	4404677	4407118	UpSense
1299616	1299618	1299616	3	10083	forward	oppA	b1243	1299206	1300837	InSense
2803058	2803058	2803058	1	7513	forward	proV	b2677	2802837	2804039	InSense
757259	757260	757260	2	8054	forward	sdhB	b0724	756912	757628	InSense
3948313	3948313	3948313	1	7442	forward	ilvL	b3766	3948345	3948443	UpSense
3584943	3584943	3584943	1	7427	forward	yhhA	b3448	3584966	3585406	UpSense
3963673	3963673	3963673	1	7394	forward	trxA	b3781	3963784	3964113	UpSense
4173951	4173951	4173951	1	7266	forward	tufB	b3980	4173967	4175151	UpSense
454217	454220	454217	4	12903	forward	tig	b0436	454357	455655	UpSense
4008032	4008033	4008033	2	8514	forward	pldB	b3825	4007193	4008215	InSense
922054	922055	922054	2	9287	forward	clpS	b0881	922136	922456	UpSense
728305	728306	728305	2	11220	forward	ybfA	b0699	728357	728563	UpSense
4184829	4184829	4184829	1	7073	forward	rpoC	b3988	4183373	4187596	InSense
4472859	4472860	4472859	2	7511	forward	tabA	b4252	4472885	4473337	UpSense
8198	8198	8198	1	7048	forward	talB	b0008	8238	9191	UpSense
4389584	4389584	4389584	1	7012	forward	orn	b4162	4389627	4390172	UpSense
1935518	1935521	1935518	4	11431	forward	yebK	b1853	1934676	1935545	InSense
594797	594797	594797	1	6930	forward	cusC	b0572	594823	596196	UpSense
244094	244095	244095	2	8603	forward	lpcA	b0222	243543	244121	InSense
742021	742021	742021	1	6903	forward	ybgI	b0710	742050	742793	UpSense
3291391	3291391	3291391	1	6879	forward	lpoA	b3147			UpSense
2530407	2530409	2530408	3	8123	forward	cysK	b2414	2530431	2531402	UpSense
1146014	1146015	1146015	2	8433	forward	yceD	b1088	1146017	1146538	UpSense
762207	762207	762207	1	6815	forward	sucC	b0728	762237	763403	UpSense
4183609	4183609	4183609	1	6801	forward	rpoC	b3988	4183373	4187596	InSense
2094636	2094636	2094636	1	6723	forward	hisI	b2026	2094638	2095249	UpSense
1820460	1820460	1820460	1	6709	forward	nadE	b1740	1820482	1821309	UpSense
110313	110313	110313	1	6678	forward	secA	b0098	108279	110984	InSense
3176155	3176155	3176155	1	6670	forward	tolC	b3035	3176137	3177618	UpSense
3638447	3638448	3638447	2	9614	forward	uspA	b3495	3638134	3638568	InSense
2734577	2734577	2734577	1	6633	forward	bamD	b2595	2734168	2734905	InSense
852360	852360	852360	1	6633	forward	mntR	b0817	852406	852873	UpSense
4254480	4254480	4254480	1	6627	forward	plsB	b4041	4252066	4254489	UpAntiSense
2419641	2419641	2419641	1	6611	forward	yfcH	b2304	2419730	2420623	UpSense
2088004	2088004	2088004	1	6608	forward	hisL	b2018	2088020	2088070	UpSense
1485228	1485228	1485228	1	6582	forward	ydcF	b1414	1485259	1486059	UpSense
110671	110672	110671	2	8393	forward	secA	b0098	108279	110984	InSense
4381392	4381392	4381392	1	6491	forward	yjeA	b4155			InSense
3638234	3638235	3638235	2	9249	forward	uspA	b3495	3638134	3638568	InSense
3090922	3090923	3090922	2	9187	forward	yqgE	b2948	3090959	3091522	UpSense
4403804	4403804	4403804	1	6408	forward	purA	b4177	4402710	4404008	InSense
781575	781576	781575	2	6797	forward	nadA	b0750	781308	782351	InSense
1985031	1985031	1985031	1	6357	forward	ftnB	b1902	1984949	1985452	InSense
785113	785114	785113	2	6870	forward	aroG	b0754	784856	785908	InSense
3494544	3494544	3494544	1	6348	forward	nirD	b3366	3494573	3494899	UpSense
4496266	4496267	4496267	2	7357	forward	insC-6	b4272	4496250	4496660	UpSense
2411499	2411499	2411499	1	6324	forward	ackA	b2296	2411492	2412694	UpSense
1612804	1612804	1612804	1	6297	forward	yneJ	b1526	1612828	1613709	UpSense
3246341	3246345	3246342	5	16196	forward	mzrA	b3096			UpSense
